waktu,ax,ay,az,mean,rms,,label,,timestamp
5/4/2026 12:02,0.7,0.11,0.82,0.54,0.63,,1,,"10.173.63.72 - - [04/May/2026 12:02:28] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,0.23,0.79,0.8,0.61,0.66,,1,,"10.173.63.72 - - [04/May/2026 12:02:31] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,-0.15,-0.84,1.02,0.01,0.77,,1,,"10.173.63.72 - - [04/May/2026 12:02:33] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,-0.24,-0.09,1.01,0.23,0.6,,1,,"10.173.63.72 - - [04/May/2026 12:02:36] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,0.3,0.7,0.85,0.62,0.66,,1,,"10.173.63.72 - - [04/May/2026 12:02:38] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,-0.98,-0.97,1.15,-0.27,1.04,,1,,"10.173.63.72 - - [04/May/2026 12:02:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,0.98,0.93,0.95,0.95,0.95,,1,,"10.173.63.72 - - [04/May/2026 12:02:43] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,0.83,0.54,0.94,0.77,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:02:46] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,-0.27,-0.92,1.05,-0.05,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:02:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,0.56,0.92,0.96,0.81,0.83,,1,,"10.173.63.72 - - [04/May/2026 12:02:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,-0.39,0.41,1.14,0.39,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:02:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,-0.31,-0.47,0.81,0.01,0.57,,1,,"10.173.63.72 - - [04/May/2026 12:02:55] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:02,0.1,0.47,1.16,0.58,0.72,,1,,"10.173.63.72 - - [04/May/2026 12:02:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.14,-0.45,1.17,0.29,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:03:00] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.47,-0.45,0.96,0.33,0.67,,1,,"10.173.63.72 - - [04/May/2026 12:03:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.34,-0.99,0.97,-0.12,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:03:05] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.42,-0.1,1.12,0.48,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:03:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.13,-0.93,0.8,-0.09,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:03:10] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.16,-0.77,1.13,0.17,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:03:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.25,-0.94,1.18,0.16,0.88,,1,,"10.173.63.72 - - [04/May/2026 12:03:15] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.15,-0.35,0.86,0.12,0.54,,1,,"10.173.63.72 - - [04/May/2026 12:03:17] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.31,0.89,0.87,0.69,0.74,,1,,"10.173.63.72 - - [04/May/2026 12:03:20] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.91,0.62,1.19,0.91,0.94,,1,,"10.173.63.72 - - [04/May/2026 12:03:22] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.69,0.67,1.01,0.33,0.81,,1,,"10.173.63.72 - - [04/May/2026 12:03:25] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.79,-0.22,0.82,-0.06,0.67,,1,,"10.173.63.72 - - [04/May/2026 12:03:28] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.8,0.28,1.18,0.75,0.84,,1,,"10.173.63.72 - - [04/May/2026 12:03:30] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.69,-0.79,1.18,-0.1,0.91,,1,,"10.173.63.72 - - [04/May/2026 12:03:33] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.64,-0.51,0.92,0.35,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:03:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.95,0.36,1.14,0.82,0.88,,1,,"10.173.63.72 - - [04/May/2026 12:03:37] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.89,0.85,1.07,0.94,0.94,,1,,"10.173.63.72 - - [04/May/2026 12:03:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.26,0.38,0.88,0.51,0.57,,1,,"10.173.63.72 - - [04/May/2026 12:03:42] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.22,-0.42,1.17,0.18,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:03:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.83,0.62,1.18,0.88,0.91,,1,,"10.173.63.72 - - [04/May/2026 12:03:47] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.43,-0.77,0.97,0.21,0.76,,1,,"10.173.63.72 - - [04/May/2026 12:03:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,-0.95,0.67,0.88,0.2,0.84,,1,,"10.173.63.72 - - [04/May/2026 12:03:52] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.54,0.23,0.97,0.58,0.65,,1,,"10.173.63.72 - - [04/May/2026 12:03:54] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.8,0.36,0.82,0.66,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:03:57] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:03,0.96,0.91,0.85,0.91,0.91,,1,,"10.173.63.72 - - [04/May/2026 12:03:59] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.15,0.73,1.15,0.68,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:04:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.63,0.81,1.18,0.45,0.9,,1,,"10.173.63.72 - - [04/May/2026 12:04:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.89,0.84,0.94,0.3,0.89,,1,,"10.173.63.72 - - [04/May/2026 12:04:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.04,-0.16,1.01,0.3,0.59,,1,,"10.173.63.72 - - [04/May/2026 12:04:09] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.23,0.37,0.93,0.51,0.59,,1,,"10.173.63.72 - - [04/May/2026 12:04:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.57,-0.33,0.94,0.01,0.66,,1,,"10.173.63.72 - - [04/May/2026 12:04:14] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.59,0.35,1.19,0.32,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:04:17] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.77,-0.5,0.96,-0.1,0.77,,1,,"10.173.63.72 - - [04/May/2026 12:04:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.84,0.75,0.84,0.25,0.81,,1,,"10.173.63.72 - - [04/May/2026 12:04:22] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.92,0.01,1.01,0.03,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:04:25] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.57,-0.99,0.97,0.18,0.87,,1,,"10.173.63.72 - - [04/May/2026 12:04:27] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.93,0.34,1.03,0.77,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:04:30] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.27,-0.7,1.09,0.22,0.76,,1,,"10.173.63.72 - - [04/May/2026 12:04:33] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.24,0.45,1.05,0.42,0.67,,1,,"10.173.63.72 - - [04/May/2026 12:04:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.61,-0.07,0.8,0.45,0.58,,1,,"10.173.63.72 - - [04/May/2026 12:04:38] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.34,0.88,0.85,0.46,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:04:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.26,-0.39,1.11,0.33,0.7,,1,,"10.173.63.72 - - [04/May/2026 12:04:43] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.93,-0.01,1.04,0.65,0.81,,1,,"10.173.63.72 - - [04/May/2026 12:04:46] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.17,0.3,1.01,0.38,0.62,,1,,"10.173.63.72 - - [04/May/2026 12:04:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.81,0.65,0.86,0.77,0.78,,1,,"10.173.63.72 - - [04/May/2026 12:04:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.65,-0.3,0.88,-0.02,0.65,,1,,"10.173.63.72 - - [04/May/2026 12:04:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,-0.85,-0.14,0.83,-0.05,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:04:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:04,0.17,0.93,0.85,0.65,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:04:59] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.67,-0.97,1.05,0.25,0.91,,1,,"10.173.63.72 - - [04/May/2026 12:05:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.37,0.41,0.87,0.55,0.59,,1,,"10.173.63.72 - - [04/May/2026 12:05:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.09,0.03,1.02,0.32,0.59,,1,,"10.173.63.72 - - [04/May/2026 12:05:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.44,-0.87,1.09,-0.07,0.84,,1,,"10.173.63.72 - - [04/May/2026 12:05:09] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.46,0.36,0.95,0.28,0.64,,1,,"10.173.63.72 - - [04/May/2026 12:05:11] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.72,0.07,0.95,0.58,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:05:14] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.35,-0.88,1.11,-0.04,0.84,,1,,"10.173.63.72 - - [04/May/2026 12:05:16] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.67,0.64,1.14,0.37,0.85,,1,,"10.173.63.72 - - [04/May/2026 12:05:18] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.15,-0.59,1.12,0.13,0.74,,1,,"10.173.63.72 - - [04/May/2026 12:05:21] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.77,-0.63,0.92,0.35,0.78,,1,,"10.173.63.72 - - [04/May/2026 12:05:23] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.01,0.72,0.95,0.56,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:05:26] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.87,-0.33,0.81,-0.13,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:05:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.2,-0.95,1.09,0.11,0.84,,1,,"10.173.63.72 - - [04/May/2026 12:05:31] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.08,0.58,1.07,0.58,0.7,,1,,"10.173.63.72 - - [04/May/2026 12:05:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.32,0.72,1.09,0.5,0.78,,1,,"10.173.63.72 - - [04/May/2026 12:05:37] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.03,0.41,0.98,0.45,0.61,,1,,"10.173.63.72 - - [04/May/2026 12:05:39] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.65,0.97,0.88,0.83,0.84,,1,,"10.173.63.72 - - [04/May/2026 12:05:42] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.59,-0.05,0.83,0.46,0.59,,1,,"10.173.63.72 - - [04/May/2026 12:05:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.55,0.4,1.13,0.33,0.76,,1,,"10.173.63.72 - - [04/May/2026 12:05:47] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.09,-0.38,0.89,0.14,0.56,,1,,"10.173.63.72 - - [04/May/2026 12:05:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.14,0.76,0.83,0.48,0.65,,1,,"10.173.63.72 - - [04/May/2026 12:05:52] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,-0.24,-0.62,1.05,0.06,0.72,,1,,"10.173.63.72 - - [04/May/2026 12:05:55] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:05,0.06,0.15,1.13,0.45,0.66,,1,,"10.173.63.72 - - [04/May/2026 12:05:57] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.04,0.27,1.08,0.46,0.64,,1,,"10.173.63.72 - - [04/May/2026 12:06:00] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.6,0.18,1.13,0.64,0.75,,1,,"10.173.63.72 - - [04/May/2026 12:06:03] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.11,0.73,0.98,0.61,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:06:05] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.37,-0.7,1.01,-0.02,0.74,,1,,"10.173.63.72 - - [04/May/2026 12:06:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.83,-0.24,1.05,0.55,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:06:10] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.19,0.97,1.13,0.64,0.87,,1,,"10.173.63.72 - - [04/May/2026 12:06:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.57,-0.58,1.08,-0.02,0.78,,1,,"10.173.63.72 - - [04/May/2026 12:06:15] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.87,-0.62,1.04,-0.15,0.86,,1,,"10.173.63.72 - - [04/May/2026 12:06:18] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.88,-0.13,0.83,0.53,0.7,,1,,"10.173.63.72 - - [04/May/2026 12:06:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.39,0.42,1.03,0.35,0.68,,1,,"10.173.63.72 - - [04/May/2026 12:06:26] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.06,0.1,0.95,0.37,0.55,,1,,"10.173.63.72 - - [04/May/2026 12:06:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.67,-0.93,1.04,-0.19,0.89,,1,,"10.173.63.72 - - [04/May/2026 12:06:32] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.9,-0.56,1.02,0.45,0.85,,1,,"10.173.63.72 - - [04/May/2026 12:06:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.73,0.39,1.12,0.26,0.8,,1,,"10.173.63.72 - - [04/May/2026 12:06:37] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.86,-0.61,0.87,0.37,0.79,,1,,"10.173.63.72 - - [04/May/2026 12:06:39] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.98,0.72,0.92,0.22,0.88,,1,,"10.173.63.72 - - [04/May/2026 12:06:42] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,0.16,0.58,1.12,0.62,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:06:44] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.48,-0.44,1.1,0.06,0.74,,1,,"10.173.63.72 - - [04/May/2026 12:06:47] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.75,-0.03,1.12,0.11,0.78,,1,,"10.173.63.72 - - [04/May/2026 12:06:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.41,-0.73,1.15,0,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:06:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.38,0.71,1.01,0.45,0.75,,1,,"10.173.63.72 - - [04/May/2026 12:06:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:06,-0.6,0.83,1,0.41,0.83,,1,,"10.173.63.72 - - [04/May/2026 12:06:59] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.56,-0.88,1.08,-0.12,0.87,,1,,"10.173.63.72 - - [04/May/2026 12:07:02] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.77,0.12,0.81,0.57,0.65,,1,,"10.173.63.72 - - [04/May/2026 12:07:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.86,0.86,1.04,0.35,0.92,,1,,"10.173.63.72 - - [04/May/2026 12:07:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.96,0.12,1.03,0.06,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:07:10] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.93,-0.77,1.16,0.44,0.97,,1,,"10.173.63.72 - - [04/May/2026 12:07:13] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.06,0.56,0.8,0.47,0.56,,1,,"10.173.63.72 - - [04/May/2026 12:07:16] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.74,0.09,1.1,0.64,0.77,,1,,"10.173.63.72 - - [04/May/2026 12:07:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0,0.15,0.81,0.32,0.48,,1,,"10.173.63.72 - - [04/May/2026 12:07:21] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.45,-0.71,1.16,0.3,0.83,,1,,"10.173.63.72 - - [04/May/2026 12:07:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.72,-0.37,0.92,-0.06,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:07:26] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.47,-0.29,0.8,0.01,0.56,,1,,"10.173.63.72 - - [04/May/2026 12:07:28] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.69,0.59,1.04,0.77,0.8,,1,,"10.173.63.72 - - [04/May/2026 12:07:31] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.02,0.52,0.86,0.45,0.58,,1,,"10.173.63.72 - - [04/May/2026 12:07:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.74,0.42,1.14,0.27,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:07:36] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.41,0.83,1.05,0.76,0.81,,1,,"10.173.63.72 - - [04/May/2026 12:07:39] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.6,0.62,0.83,0.68,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:07:42] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.39,-0.96,0.95,-0.13,0.81,,1,,"10.173.63.72 - - [04/May/2026 12:07:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,0.87,0.95,1.13,0.98,0.99,,1,,"10.173.63.72 - - [04/May/2026 12:07:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.27,0.44,0.94,0.37,0.62,,1,,"10.173.63.72 - - [04/May/2026 12:07:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.5,-0.52,1.08,0.02,0.75,,1,,"10.173.63.72 - - [04/May/2026 12:07:55] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:07,-0.8,-0.89,0.94,-0.25,0.88,,1,,"10.173.63.72 - - [04/May/2026 12:07:58] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.7,-0.77,0.82,0.25,0.76,,1,,"10.173.63.72 - - [04/May/2026 12:08:01] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.13,-0.62,1.15,0.13,0.76,,1,,"10.173.63.72 - - [04/May/2026 12:08:04] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.93,-0.55,0.99,-0.16,0.85,,1,,"10.173.63.72 - - [04/May/2026 12:08:06] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.27,-0.22,0.82,0.11,0.51,,1,,"10.173.63.72 - - [04/May/2026 12:08:08] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.52,-0.36,0.8,-0.03,0.59,,1,,"10.173.63.72 - - [04/May/2026 12:08:11] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.68,-0.78,0.93,-0.18,0.8,,1,,"10.173.63.72 - - [04/May/2026 12:08:14] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.01,-0.51,0.98,0.15,0.64,,1,,"10.173.63.72 - - [04/May/2026 12:08:17] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.11,0.75,0.96,0.61,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:08:19] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.68,0.05,1.05,0.14,0.72,,1,,"10.173.63.72 - - [04/May/2026 12:08:22] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.1,-0.47,0.83,0.15,0.55,,1,,"10.173.63.72 - - [04/May/2026 12:08:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.63,0.3,0.99,0.64,0.7,,1,,"10.173.63.72 - - [04/May/2026 12:08:27] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.48,0.92,0.83,0.74,0.77,,1,,"10.173.63.72 - - [04/May/2026 12:08:30] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.06,-0.16,0.82,0.24,0.48,,1,,"10.173.63.72 - - [04/May/2026 12:08:33] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.31,-0.74,1.12,0.02,0.8,,1,,"10.173.63.72 - - [04/May/2026 12:08:35] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.22,0.32,1.05,0.38,0.65,,1,,"10.173.63.72 - - [04/May/2026 12:08:38] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.8,0.3,0.84,0.65,0.69,,1,,"10.173.63.72 - - [04/May/2026 12:08:40] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.61,-0.69,1.09,0.34,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:08:43] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.03,0.5,1.02,0.5,0.66,,1,,"10.173.63.72 - - [04/May/2026 12:08:45] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.54,-0.31,0.85,0,0.61,,1,,"10.173.63.72 - - [04/May/2026 12:08:48] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.14,-0.54,0.92,0.08,0.62,,1,,"10.173.63.72 - - [04/May/2026 12:08:50] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.78,-0.17,0.94,0,0.71,,1,,"10.173.63.72 - - [04/May/2026 12:08:53] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,-0.46,0.63,0.85,0.34,0.67,,1,,"10.173.63.72 - - [04/May/2026 12:08:56] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:08,0.14,0.41,1.18,0.58,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:08:59] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.89,-0.72,1.1,0.42,0.92,,1,,"10.173.63.72 - - [04/May/2026 12:09:01] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.89,0.89,0.84,0.87,0.87,,1,,"10.173.63.72 - - [04/May/2026 12:09:07] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.74,0.38,1.16,0.76,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:09:10] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.48,0.95,1.11,0.85,0.89,,1,,"10.173.63.72 - - [04/May/2026 12:09:12] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.8,0,0.92,0.57,0.7,,1,,"10.173.63.72 - - [04/May/2026 12:09:15] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.76,-0.36,1.15,0.01,0.82,,1,,"10.173.63.72 - - [04/May/2026 12:09:18] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.5,0.2,1.15,0.28,0.73,,1,,"10.173.63.72 - - [04/May/2026 12:09:21] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.24,-0.82,1,-0.02,0.76,,1,,"10.173.63.72 - - [04/May/2026 12:09:24] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.31,-0.8,1.09,-0.01,0.8,,1,,"10.173.63.72 - - [04/May/2026 12:09:26] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.48,0.69,1.16,0.46,0.83,,1,,"10.173.63.72 - - [04/May/2026 12:09:29] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.16,0.04,0.9,0.26,0.53,,1,,"10.173.63.72 - - [04/May/2026 12:09:31] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.17,-0.44,1.04,0.26,0.66,,1,,"10.173.63.72 - - [04/May/2026 12:09:34] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,-0.59,-0.89,1.16,-0.11,0.91,,1,,"10.173.63.72 - - [04/May/2026 12:09:36] ""POST /dataset HTTP/1.1"" 200 -"
5/4/2026 12:09,0.99,-0.62,1.12,0.5,0.93,,1,,"10.173.63.72 - - [04/May/2026 12:09:39] ""POST /dataset HTTP/1.1"" 200 -"
